Einleitung Kapitel 5 Mathematik (Coronavirus Flashcards)|TODO
Warum sind mathematische Modelle wichtig? (Coronavirus Flashcards)|TODO
Was sind die gängigen mathematischen Modelle für Epidemien? (Coronavirus Flashcards)|TODO
Was ist das SIR-Modell? (Coronavirus Flashcards)|TODO
