Introducción al Capítulo 5 Mathemática (Tarjetas de Coronavirus)|TODO
Why is Mathematical Modelling so important? (Coronavirus Flashcards)|TODO
What are the common mathematical models for epidemics? (Coronavirus Flashcards)|TODO
What is the SIR Model? (Coronavirus Flashcards)|TODO
